listing_url,name,zipcode,smart_location,country,latitude,longitude
https://www.airbnb.com/rooms/832755,AMAZING BOUTIQUE APARTMENT. AN OASIS IN BARCELONA,8018,"Barcelona, Spain",Spain,41.40322,2.19858
https://www.airbnb.com/rooms/839655,Chic 2 bedroom with balcony close to Rambla,8015,"Barcelona, Spain",Spain,41.37612,2.16398
https://www.airbnb.com/rooms/839805,MEDITERRANEAN TERRACE,8019,"Barcelona, Spain",Spain,41.40383,2.2143
https://www.airbnb.com/rooms/843612,Single room in the city center,8007,"Barcelona, Spain",Spain,41.38768,2.16723
https://www.airbnb.com/rooms/846363,Bedroom with private bathroom,8018,"Barcelona, Spain",Spain,41.39051,2.18315
https://www.airbnb.com/rooms/849035,Atic with Terrace in CENTER,8010,"Barcelona, Spain",Spain,41.39115,2.17989
https://www.airbnb.com/rooms/849839,AVINYO B APARTMENT,8002,"Barcelona, Spain",Spain,41.37974,2.17986
https://www.airbnb.com/rooms/853731,Near Sagrada Familia-Cozy.lift.WiFi,8037,"Barcelona, Spain",Spain,41.39961,2.16739
https://www.airbnb.com/rooms/856159,Room for rent near the beach.,8005,"Barcelona, Spain",Spain,41.40303,2.19948
https://www.airbnb.com/rooms/859813,Penthouse with a view of La Sagrada,8013,"Barcelona, Spain",Spain,41.4004,2.1762
https://www.airbnb.com/rooms/859884,Gothic Doble Room private bathroom,8002,"Barcelona, Spain",Spain,41.38036,2.1796
https://www.airbnb.com/rooms/864681,Luxury stateroom in town heart,8009,"Barcelona, Spain",Spain,41.39463,2.16839
https://www.airbnb.com/rooms/865148,Grande I Apartment on Valencia St.,8009,"Barcelona, Spain",Spain,41.39909,2.17019
https://www.airbnb.com/rooms/867893,Apartment next to Montjuïc B,8004,"Barcelona, Spain",Spain,41.37258,2.16298
https://www.airbnb.com/rooms/868198,Grande II apartment on Valencia St.,8009,"Barcelona, Spain",Spain,41.39761,2.17017
https://www.airbnb.com/rooms/876101,Fabulous apartment sea view,,"Barcelona, Spain",Spain,41.39096,2.19959
https://www.airbnb.com/rooms/877884,Elegant Apart.with parking included HUTB-004588,8029,"Barcelona, Spain",Spain,41.38588,2.15062
https://www.airbnb.com/rooms/883382,"Penthouse, Terrace & BBQ, Park Guell, Bus and Metr",8032,"Barcelona, Spain",Spain,41.42,2.15798
https://www.airbnb.com/rooms/884420,Apartament near Camp Nou (Barça),8028,"Barcelona, Spain",Spain,41.37837,2.12207
https://www.airbnb.com/rooms/892906,Enjoy a good location for your stay :),8009,"Barcelona, Spain",Spain,41.39494,2.17114
https://www.airbnb.com/rooms/892922,AMAZING AP. TERRIFIC LOCATION LUXURY PL.CATALUNYA,8007,"Barcelona, Spain",Spain,41.38832,2.16938
https://www.airbnb.com/rooms/893399,"NEW APARTMENT, NEAR TO THE BEACH WITH PARKING",8019,"Barcelona, Spain",Spain,41.41036,2.20169
https://www.airbnb.com/rooms/895091,SPECTACULAR Five Senses Apartment,8036,"Barcelona, Spain",Spain,41.38676,2.15525
https://www.airbnb.com/rooms/901211,Apt Granandos 4 in the center,8008,"Barcelona, Spain",Spain,41.38976,2.15856
https://www.airbnb.com/rooms/902403,Perfect apartment just at Downtown,8010,"Barcelona, Spain",Spain,41.391,2.17263
https://www.airbnb.com/rooms/910349,BRIGHT ROOM in POBLE SEC,8004,"Barcelona, Spain",Spain,41.37323,2.16136
https://www.airbnb.com/rooms/912414,Cozy Apartment near to Plaza España,8014,"Barcelona, Spain",Spain,41.37485,2.14631
https://www.airbnb.com/rooms/919483,Spectacular apartment with terrace,8004,"Barcelona, Spain",Spain,41.37407,2.16863
https://www.airbnb.com/rooms/922906,Centric apart perfect families 2.2,8004,"Barcelona, Spain",Spain,41.37376,2.16871
https://www.airbnb.com/rooms/927535,"HABITACION SINGLE EN GRACIA, BARCEL",8023,"Barcelona, Spain",Spain,41.40617,2.15032
https://www.airbnb.com/rooms/927680,Sagrada Familia area for 17 people,8013,"Barcelona, Spain",Spain,41.39925,2.18031
https://www.airbnb.com/rooms/933877,Gracia! Single room 45€ /double 90€,8025,"Barcelona, Spain",Spain,41.40524,2.16554
https://www.airbnb.com/rooms/934979,Sagrada Familia charming,8013,"Barcelona, Spain",Spain,41.40223,2.17517
https://www.airbnb.com/rooms/936900,Penthouse in Gran Via (Pl.Espanya),8004,"Barcelona, Spain",Spain,41.36847,2.1432
https://www.airbnb.com/rooms/937331,Downtown 15min.walking Pl.Catalunya,8008,"Barcelona, Spain",Spain,41.39358,2.15462
https://www.airbnb.com/rooms/938497,Private Room Balcony - Double Bed,8004,"Barcelona, Spain",Spain,41.38393,2.16018
https://www.airbnb.com/rooms/938611,Private Room - Central - Double Bed,8004,"Barcelona, Spain",Spain,41.38375,2.16081
https://www.airbnb.com/rooms/942410,Diagonal APARTMENT,8018,"Barcelona, Spain",Spain,41.40667,2.19547
https://www.airbnb.com/rooms/942574,Habitación junto a La Rambla,8002,"Barcelona, Spain",Spain,41.38376,2.17792
https://www.airbnb.com/rooms/947269,Colourful & Central Flat-WIFI,8015,"Barcelona, Spain",Spain,41.38023,2.15543
